time_us_normalized,accel_x_raw,accel_y_raw,accel_z_raw,distance_cm,velocity_cm_s,pwm1,pwm2,pwm3,pwm4
5109644,190,189,150,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5110148,196,185,143,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5110652,197,180,156,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5111156,197,173,166,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5111660,187,170,185,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5112164,175,168,185,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5112668,151,168,184,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5113172,127,172,177,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5113676,113,175,180,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5114180,121,177,187,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5114684,154,185,191,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5115188,208,188,185,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5115692,252,186,161,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5116196,255,175,139,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5116700,219,170,128,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5117204,153,161,147,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5117708,87,162,198,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5118212,64,166,228,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5118716,85,181,235,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5119220,150,192,213,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5119720,224,196,180,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5120220,264,189,142,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5120720,262,175,113,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5121220,218,171,94,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5121720,151,165,143,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5122220,104,167,220,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5122720,100,168,247,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5123220,113,172,241,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5123720,152,182,207,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5124220,199,193,153,9.5,-30.81496238708496,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5149472,139,154,206,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5149972,132,156,197,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5150476,131,164,183,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5150980,133,185,175,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5151484,162,195,174,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5151988,207,196,167,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5152488,238,186,152,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5152988,239,175,144,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5153488,206,174,147,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5153988,151,166,167,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5154488,103,157,205,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5154988,93,154,224,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5155488,111,168,216,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5155988,157,191,192,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5156488,203,200,153,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5156988,215,192,128,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5157488,209,184,130,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5157988,194,180,171,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5158488,173,173,195,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5158988,163,175,201,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5159492,167,156,189,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5159996,153,161,176,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5160500,141,161,155,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5161004,136,169,156,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5161508,129,179,176,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5162012,160,188,190,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5162516,200,193,194,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5163020,221,189,190,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5163524,229,177,174,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5164028,199,172,154,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5164532,158,169,141,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5165036,117,170,155,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5165540,109,162,209,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5166044,124,166,209,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5166548,168,175,190,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5167052,196,187,162,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5167556,197,189,150,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5168060,192,187,164,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5168564,179,189,188,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5169068,178,178,185,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5169572,179,174,176,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5170076,178,165,160,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5170580,156,166,147,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5171084,133,166,159,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5171588,129,164,185,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5172092,134,173,201,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5172596,172,185,208,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5173100,211,197,201,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5173604,225,188,178,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5174104,213,178,151,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5174604,180,172,131,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5175108,140,173,138,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5175612,117,175,197,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5176116,135,171,215,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5176620,161,163,201,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5177124,185,168,174,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5177628,190,182,151,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5178132,176,194,158,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5178636,169,187,183,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5179140,172,182,195,7.599999904632568,-34.580665588378906,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5204632,142,192,170,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5205132,168,198,172,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5205632,206,194,174,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5206132,244,184,161,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5206632,248,166,145,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5207132,213,167,137,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5207644,155,161,150,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5208148,95,160,198,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5208652,82,161,222,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5209156,109,171,217,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5209660,156,194,199,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5210164,199,197,170,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5210668,218,189,139,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5211172,211,181,136,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5211676,200,179,163,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5212180,188,172,188,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5212684,178,172,191,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5213188,167,160,176,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5213692,144,162,165,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5214196,122,162,164,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5214700,118,174,174,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5215204,129,188,193,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5215708,170,190,197,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5216212,216,195,189,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5216716,223,182,168,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5217220,216,172,159,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5217724,184,164,156,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5218228,150,171,164,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5218732,132,178,184,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5219236,135,175,191,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5219740,147,174,183,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5220244,172,179,159,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5220748,181,183,150,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5221252,169,190,167,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5221756,166,187,195,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5222260,171,184,207,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5222764,182,179,203,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5223268,192,171,178,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5223772,189,172,153,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5224276,173,172,130,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5224780,147,169,132,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5225284,134,164,177,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5225788,136,177,205,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5226292,165,185,210,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5226796,190,186,199,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5227300,200,181,179,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5227804,198,178,160,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5228308,174,180,152,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5228812,152,175,150,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5229316,135,178,178,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5229820,147,171,202,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5230324,167,172,200,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5230828,184,174,178,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5231336,193,177,158,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5231836,185,184,156,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5232336,166,181,168,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5232836,158,180,186,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5233336,155,176,194,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5233836,166,177,180,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5234336,176,178,162,7.199999809265137,-7.252159118652344,13.771608469472831,12.758075540495476,11.156588114286137,6.840440719168427
5259600,183,179,144,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5260100,185,176,147,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5260604,180,172,164,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5261108,169,173,188,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5261612,160,171,199,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5262116,155,172,199,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5262620,159,175,189,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5263124,171,178,169,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5263628,182,179,154,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5264132,189,181,152,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5264636,185,183,157,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5265140,170,180,171,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5265644,150,177,191,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5266152,135,176,201,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5266652,133,177,201,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5267152,145,178,189,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5267652,169,181,170,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5268152,193,182,157,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5268652,211,182,153,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5269152,211,179,152,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5269652,197,176,157,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5270152,170,170,177,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5270652,146,168,194,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5271152,133,167,197,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5271652,134,173,193,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5272152,151,179,183,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5272652,173,187,166,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5273156,189,189,154,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5273660,193,188,154,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5274164,183,188,164,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5274668,168,178,179,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5275172,153,172,199,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5275676,147,167,203,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5276180,152,167,191,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5276684,168,167,171,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5277188,187,175,149,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5277692,195,177,139,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5278196,190,175,149,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5278700,176,179,168,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5279204,157,178,193,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5279708,142,182,208,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5280212,144,180,212,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5280712,155,180,198,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5281212,171,182,173,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5281716,191,182,156,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5282220,193,179,141,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5282724,188,176,138,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5283228,171,172,164,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5283732,152,172,187,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5284236,141,171,198,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5284740,147,174,201,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5285244,160,180,195,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5285748,182,182,173,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5286252,196,182,156,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5286756,200,180,147,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5287260,189,183,147,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5287764,167,180,174,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5288268,143,176,202,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5288772,133,173,210,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5289276,137,170,205,6.0,-21.82770347595215,79.56449766787192,71.09495049087498,85.29579976358237,57.23500304239558
5314768,150,168,188,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5315272,144,164,172,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5315772,149,167,156,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5316272,153,177,156,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5316772,164,182,172,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5317272,183,182,185,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5317772,198,183,189,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5318272,203,181,185,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5318772,198,181,171,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5319272,176,175,158,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5319772,148,166,151,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5320284,122,166,169,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5320788,115,172,196,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5321292,130,179,206,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5321796,167,183,202,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5322300,205,188,183,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5322804,231,187,160,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5323308,233,184,138,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5323812,207,174,132,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5324316,166,164,146,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5324820,122,165,184,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5325324,94,174,212,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5325828,104,174,216,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5326332,131,188,211,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5326836,172,191,184,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5327340,216,178,151,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5327844,233,174,136,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5328348,232,171,144,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5328852,211,170,161,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5329356,168,168,182,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5329860,137,157,193,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5330364,120,163,197,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5330868,109,183,192,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
5331372,127,193,171,5.5,-9.062567710876465,14.059841127957014,13.22710024718777,14.765074171322432,5.81287036270033
